Ticket Key,Epic Key,Title,Description,Owner,Owner Lane,Estimate,Priority,Sprint,State,Area,Launch Critical,Action Type,Channel,Dependencies,Labels,Why,Scope,Out of Scope,Acceptance Criteria,Tests,Metrics,Rollback Note
ACT-011,ACT-EB,Session management,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-011
Epic: Auth, identity, and approval security
Owner: Lane A
Owner Lane: Lane A - Control plane/backend
Sprint: Sprint 1
Area: Auth, identity, and approval security
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-010

Why
Users need durable but revocable sessions across approval, wallet, and dispute flows.

Scope
- Use secure session cookies
- List trusted devices
- Allow session revocation

Out of Scope
- Long-lived bearer tokens for browser sessions
- Cross-tenant session sharing

Acceptance Criteria
- Secure session cookies are used
- Device list is visible
- Sessions can be revoked

Tests
- unit: auth and token validation
- integration: sign-in and approval-link flows
- smoke: account setup and revoke path

Metrics
- approval completion rate
- grant validation failures
- out-of-scope execution attempts

Rollback Note
Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.",Lane A,Lane A - Control plane/backend,3,Highest,Sprint 1,Backlog,"Auth, identity, and approval security",true,"buy,cancel/recover",platform,ACT-010,"launch-1,action-wallet,epic-b,lane-a,act-011,sprint-1,action-buy,action-cancel-recover,channel-platform","Users need durable but revocable sessions across approval, wallet, and dispute flows.",Use secure session cookies | List trusted devices | Allow session revocation,Long-lived bearer tokens for browser sessions | Cross-tenant session sharing,Secure session cookies are used | Device list is visible | Sessions can be revoked,unit: auth and token validation | integration: sign-in and approval-link flows | smoke: account setup and revoke path,approval completion rate | grant validation failures | out-of-scope execution attempts,Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.
ACT-012,ACT-EB,One-time approval links,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-012
Epic: Auth, identity, and approval security
Owner: Lane A
Owner Lane: Lane A - Control plane/backend
Sprint: Sprint 1
Area: Auth, identity, and approval security
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-010, ACT-011

Why
Approval links are the main trust boundary for external hosts and must not be replayable.

Scope
- Make approval links short-lived
- Bind approval links to one session
- Invalidate links after a final decision

Out of Scope
- Reusable approval links
- Link sharing across active sessions

Acceptance Criteria
- Approval links are short-lived
- Links bind to a single session
- Links cannot be reused after final decision

Tests
- unit: auth and token validation
- integration: sign-in and approval-link flows
- smoke: account setup and revoke path

Metrics
- approval completion rate
- grant validation failures
- out-of-scope execution attempts

Rollback Note
Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.",Lane A,Lane A - Control plane/backend,3,Highest,Sprint 1,Backlog,"Auth, identity, and approval security",true,"buy,cancel/recover",platform,"ACT-010,ACT-011","launch-1,action-wallet,epic-b,lane-a,act-012,sprint-1,action-buy,action-cancel-recover,channel-platform",Approval links are the main trust boundary for external hosts and must not be replayable.,Make approval links short-lived | Bind approval links to one session | Invalidate links after a final decision,Reusable approval links | Link sharing across active sessions,Approval links are short-lived | Links bind to a single session | Links cannot be reused after final decision,unit: auth and token validation | integration: sign-in and approval-link flows | smoke: account setup and revoke path,approval completion rate | grant validation failures | out-of-scope execution attempts,Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.
ACT-013,ACT-EB,Step-up auth,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-013
Epic: Auth, identity, and approval security
Owner: Lane A
Owner Lane: Lane A - Control plane/backend
Sprint: Sprint 1
Area: Auth, identity, and approval security
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-010, ACT-011

Why
High-risk account and payment changes need a second check beyond the base session.

Scope
- Require extra auth for first payment method add
- Require extra auth for standing rule creation above threshold
- Require extra auth for account changes

Out of Scope
- Step-up rules for Phase 1.5 features
- Custom risk scoring beyond launch thresholds

Acceptance Criteria
- Step-up auth is required for first payment method add
- Thresholded standing rules require extra auth
- Account changes require extra auth

Tests
- unit: auth and token validation
- integration: sign-in and approval-link flows
- smoke: account setup and revoke path

Metrics
- approval completion rate
- grant validation failures
- out-of-scope execution attempts

Rollback Note
Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.",Lane A,Lane A - Control plane/backend,2,Highest,Sprint 1,Backlog,"Auth, identity, and approval security",true,"buy,cancel/recover",platform,"ACT-010,ACT-011","launch-1,action-wallet,epic-b,lane-a,act-013,sprint-1,action-buy,action-cancel-recover,channel-platform",High-risk account and payment changes need a second check beyond the base session.,Require extra auth for first payment method add | Require extra auth for standing rule creation above threshold | Require extra auth for account changes,Step-up rules for Phase 1.5 features | Custom risk scoring beyond launch thresholds,Step-up auth is required for first payment method add | Thresholded standing rules require extra auth | Account changes require extra auth,unit: auth and token validation | integration: sign-in and approval-link flows | smoke: account setup and revoke path,approval completion rate | grant validation failures | out-of-scope execution attempts,Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.
ACT-014,ACT-EB,Trusted host registry,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-014
Epic: Auth, identity, and approval security
Owner: Lane A
Owner Lane: Lane A - Control plane/backend
Sprint: Sprint 1
Area: Auth, identity, and approval security
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-001

Why
Every approval and grant must bind back to a known host identity before external traffic is allowed.

Scope
- Store host id, host name, callback URLs, auth model, and environment
- Provide a read model for host trust state
- Use the registry as the source for launch host installs

Out of Scope
- Open host marketplace features
- Self-serve enterprise connector onboarding

Acceptance Criteria
- Host id, name, callbacks, auth model, and environment are tracked
- Registry exposes host trust state
- Launch hosts are registered from the registry

Tests
- unit: auth and token validation
- integration: sign-in and approval-link flows
- smoke: account setup and revoke path

Metrics
- approval completion rate
- grant validation failures
- out-of-scope execution attempts

Rollback Note
Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.",Lane A,Lane A - Control plane/backend,3,Highest,Sprint 1,Backlog,"Auth, identity, and approval security",true,"buy,cancel/recover",platform,ACT-001,"launch-1,action-wallet,epic-b,lane-a,act-014,sprint-1,action-buy,action-cancel-recover,channel-platform",Every approval and grant must bind back to a known host identity before external traffic is allowed.,"Store host id, host name, callback URLs, auth model, and environment | Provide a read model for host trust state | Use the registry as the source for launch host installs",Open host marketplace features | Self-serve enterprise connector onboarding,"Host id, name, callbacks, auth model, and environment are tracked | Registry exposes host trust state | Launch hosts are registered from the registry",unit: auth and token validation | integration: sign-in and approval-link flows | smoke: account setup and revoke path,approval completion rate | grant validation failures | out-of-scope execution attempts,Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.
ACT-015,ACT-EB,Host auth model,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-015
Epic: Auth, identity, and approval security
Owner: Lane A
Owner Lane: Lane A - Control plane/backend
Sprint: Sprint 1
Area: Auth, identity, and approval security
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-014

Why
Hosts must authenticate consistently or the public API becomes the easiest bypass path.

Scope
- Issue host credentials
- Validate inbound host API use
- Define credential rotation expectations

Out of Scope
- Multiple auth models per launch host
- Connector-specific auth drift

Acceptance Criteria
- Host credentials can be issued
- Inbound host API use is validated
- Rotation expectations are documented

Tests
- unit: auth and token validation
- integration: sign-in and approval-link flows
- smoke: account setup and revoke path

Metrics
- approval completion rate
- grant validation failures
- out-of-scope execution attempts

Rollback Note
Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.",Lane A,Lane A - Control plane/backend,3,Highest,Sprint 1,Backlog,"Auth, identity, and approval security",true,"buy,cancel/recover",platform,ACT-014,"launch-1,action-wallet,epic-b,lane-a,act-015,sprint-1,action-buy,action-cancel-recover,channel-platform",Hosts must authenticate consistently or the public API becomes the easiest bypass path.,Issue host credentials | Validate inbound host API use | Define credential rotation expectations,Multiple auth models per launch host | Connector-specific auth drift,Host credentials can be issued | Inbound host API use is validated | Rotation expectations are documented,unit: auth and token validation | integration: sign-in and approval-link flows | smoke: account setup and revoke path,approval completion rate | grant validation failures | out-of-scope execution attempts,Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.
ACT-016,ACT-EB,Revocation path,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-016
Epic: Auth, identity, and approval security
Owner: Lane A
Owner Lane: Lane A - Control plane/backend
Sprint: Sprint 1
Area: Auth, identity, and approval security
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-011, ACT-014, ACT-045

Why
Users need a clean way to cut off hosts, rules, and unused grants before trust breaks.

Scope
- Allow host access revocation
- Allow standing rule revocation
- Allow revocation of grants not yet executed

Out of Scope
- Retroactive mutation of completed receipts
- Bulk enterprise revocation tooling

Acceptance Criteria
- Host access can be revoked
- Standing rules can be revoked
- Unexecuted grants can be revoked

Tests
- unit: auth and token validation
- integration: sign-in and approval-link flows
- smoke: account setup and revoke path

Metrics
- approval completion rate
- grant validation failures
- out-of-scope execution attempts

Rollback Note
Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.",Lane A,Lane A - Control plane/backend,3,Highest,Sprint 1,Backlog,"Auth, identity, and approval security",true,"buy,cancel/recover",platform,"ACT-011,ACT-014,ACT-045","launch-1,action-wallet,epic-b,lane-a,act-016,sprint-1,action-buy,action-cancel-recover,channel-platform","Users need a clean way to cut off hosts, rules, and unused grants before trust breaks.",Allow host access revocation | Allow standing rule revocation | Allow revocation of grants not yet executed,Retroactive mutation of completed receipts | Bulk enterprise revocation tooling,Host access can be revoked | Standing rules can be revoked | Unexecuted grants can be revoked,unit: auth and token validation | integration: sign-in and approval-link flows | smoke: account setup and revoke path,approval completion rate | grant validation failures | out-of-scope execution attempts,Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.
ACT-020,ACT-EC,POST /v1/action-intents,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-020
Epic: Public API
Owner: Lane A
Owner Lane: Lane A - Control plane/backend
Sprint: Sprint 1
Area: Public API
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform, Claude MCP, OpenClaw
Dependencies: ACT-001, ACT-002

Why
Hosts need one canonical way to create launch-bound action intents.

Scope
- Create action intents through the public API
- Validate request shape against the locked object model
- Return stable identifiers and initial state

Out of Scope
- Booking or Phase 1.5 action types
- Host-specific create flows

Acceptance Criteria
- Action intents can be created
- Requests validate against the locked model
- Responses return stable identifiers and state

Tests
- unit: handler validation
- integration: end-to-end API lifecycle
- smoke: staged host flow

Metrics
- install-to-first-approval time
- approval completion rate
- finalize latency

Rollback Note
Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.",Lane A,Lane A - Control plane/backend,3,Highest,Sprint 1,Backlog,Public API,true,"buy,cancel/recover","platform,Claude MCP,OpenClaw","ACT-001,ACT-002","launch-1,action-wallet,epic-c,lane-a,act-020,sprint-1,action-buy,action-cancel-recover,channel-platform,channel-claude-mcp,channel-openclaw",Hosts need one canonical way to create launch-bound action intents.,Create action intents through the public API | Validate request shape against the locked object model | Return stable identifiers and initial state,Booking or Phase 1.5 action types | Host-specific create flows,Action intents can be created | Requests validate against the locked model | Responses return stable identifiers and state,unit: handler validation | integration: end-to-end API lifecycle | smoke: staged host flow,install-to-first-approval time | approval completion rate | finalize latency,Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.
ACT-021,ACT-EC,GET /v1/action-intents/{id},"Launch 1 - Action Wallet import seed

Ticket Key: ACT-021
Epic: Public API
Owner: Lane A
Owner Lane: Lane A - Control plane/backend
Sprint: Sprint 1
Area: Public API
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform, Claude MCP, OpenClaw
Dependencies: ACT-020

Why
Hosts need a stable read path to resume or inspect launch intent state.

Scope
- Fetch action intent by id
- Return canonical state and linked objects
- Enforce auth on reads

Out of Scope
- Search or list endpoints
- Expanded read models beyond launch needs

Acceptance Criteria
- Intent can be fetched by id
- State and linked objects are returned
- Read auth is enforced

Tests
- unit: handler validation
- integration: end-to-end API lifecycle
- smoke: staged host flow

Metrics
- install-to-first-approval time
- approval completion rate
- finalize latency

Rollback Note
Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.",Lane A,Lane A - Control plane/backend,2,Highest,Sprint 1,Backlog,Public API,true,"buy,cancel/recover","platform,Claude MCP,OpenClaw",ACT-020,"launch-1,action-wallet,epic-c,lane-a,act-021,sprint-1,action-buy,action-cancel-recover,channel-platform,channel-claude-mcp,channel-openclaw",Hosts need a stable read path to resume or inspect launch intent state.,Fetch action intent by id | Return canonical state and linked objects | Enforce auth on reads,Search or list endpoints | Expanded read models beyond launch needs,Intent can be fetched by id | State and linked objects are returned | Read auth is enforced,unit: handler validation | integration: end-to-end API lifecycle | smoke: staged host flow,install-to-first-approval time | approval completion rate | finalize latency,Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.
ACT-022,ACT-EC,POST /v1/action-intents/{id}/approval-requests,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-022
Epic: Public API
Owner: Lane A
Owner Lane: Lane A - Control plane/backend
Sprint: Sprint 1
Area: Public API
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform, Claude MCP, OpenClaw
Dependencies: ACT-020, ACT-003

Why
Approval request creation is the handoff from host intent to hosted approval surface.

Scope
- Create approval requests from action intents
- Validate approval state preconditions
- Return hosted approval metadata

Out of Scope
- Multi-step approval bundling
- Non-hosted approval channels

Acceptance Criteria
- Approval requests can be created from intents
- Preconditions are validated
- Hosted approval metadata is returned

Tests
- unit: handler validation
- integration: end-to-end API lifecycle
- smoke: staged host flow

Metrics
- install-to-first-approval time
- approval completion rate
- finalize latency

Rollback Note
Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.",Lane A,Lane A - Control plane/backend,3,Highest,Sprint 1,Backlog,Public API,true,"buy,cancel/recover","platform,Claude MCP,OpenClaw","ACT-020,ACT-003","launch-1,action-wallet,epic-c,lane-a,act-022,sprint-1,action-buy,action-cancel-recover,channel-platform,channel-claude-mcp,channel-openclaw",Approval request creation is the handoff from host intent to hosted approval surface.,Create approval requests from action intents | Validate approval state preconditions | Return hosted approval metadata,Multi-step approval bundling | Non-hosted approval channels,Approval requests can be created from intents | Preconditions are validated | Hosted approval metadata is returned,unit: handler validation | integration: end-to-end API lifecycle | smoke: staged host flow,install-to-first-approval time | approval completion rate | finalize latency,Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.
ACT-023,ACT-EC,GET /v1/approval-requests/{id},"Launch 1 - Action Wallet import seed

Ticket Key: ACT-023
Epic: Public API
Owner: Lane A
Owner Lane: Lane A - Control plane/backend
Sprint: Sprint 1
Area: Public API
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform, Claude MCP, OpenClaw
Dependencies: ACT-022

Why
Hosts and product surfaces need one read model for pending or decided approvals.

Scope
- Fetch approval request by id
- Expose current approval state and hosted URL metadata
- Enforce auth by viewer type

Out of Scope
- Approval list APIs
- Cross-host approval reads

Acceptance Criteria
- Approval requests can be fetched by id
- State and hosted metadata are exposed
- Read auth is enforced

Tests
- unit: handler validation
- integration: end-to-end API lifecycle
- smoke: staged host flow

Metrics
- install-to-first-approval time
- approval completion rate
- finalize latency

Rollback Note
Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.",Lane A,Lane A - Control plane/backend,2,Highest,Sprint 1,Backlog,Public API,true,"buy,cancel/recover","platform,Claude MCP,OpenClaw",ACT-022,"launch-1,action-wallet,epic-c,lane-a,act-023,sprint-1,action-buy,action-cancel-recover,channel-platform,channel-claude-mcp,channel-openclaw",Hosts and product surfaces need one read model for pending or decided approvals.,Fetch approval request by id | Expose current approval state and hosted URL metadata | Enforce auth by viewer type,Approval list APIs | Cross-host approval reads,Approval requests can be fetched by id | State and hosted metadata are exposed | Read auth is enforced,unit: handler validation | integration: end-to-end API lifecycle | smoke: staged host flow,install-to-first-approval time | approval completion rate | finalize latency,Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.
ACT-024,ACT-EC,POST /v1/approval-requests/{id}/decisions,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-024
Epic: Public API
Owner: Lane A
Owner Lane: Lane A - Control plane/backend
Sprint: Sprint 1
Area: Public API
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform, Claude MCP, OpenClaw
Dependencies: ACT-022, ACT-012

Why
Decision write semantics must be consistent or grants and resumes will race.

Scope
- Approve or deny approval requests
- Validate one-time link and state rules
- Trigger grant issuance or denial state transitions

Out of Scope
- Standing rule authoring beyond launch UX
- Batch approval decisions

Acceptance Criteria
- Approval requests can be approved or denied
- One-time link and state rules are validated
- Decision writes trigger the correct next state

Tests
- unit: handler validation
- integration: end-to-end API lifecycle
- smoke: staged host flow

Metrics
- install-to-first-approval time
- approval completion rate
- finalize latency

Rollback Note
Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.",Lane A,Lane A - Control plane/backend,3,Highest,Sprint 1,Backlog,Public API,true,"buy,cancel/recover","platform,Claude MCP,OpenClaw","ACT-022,ACT-012","launch-1,action-wallet,epic-c,lane-a,act-024,sprint-1,action-buy,action-cancel-recover,channel-platform,channel-claude-mcp,channel-openclaw",Decision write semantics must be consistent or grants and resumes will race.,Approve or deny approval requests | Validate one-time link and state rules | Trigger grant issuance or denial state transitions,Standing rule authoring beyond launch UX | Batch approval decisions,Approval requests can be approved or denied | One-time link and state rules are validated | Decision writes trigger the correct next state,unit: handler validation | integration: end-to-end API lifecycle | smoke: staged host flow,install-to-first-approval time | approval completion rate | finalize latency,Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.
ACT-025,ACT-EC,GET /v1/execution-grants/{id},"Launch 1 - Action Wallet import seed

Ticket Key: ACT-025
Epic: Public API
Owner: Lane A
Owner Lane: Lane A - Control plane/backend
Sprint: Sprint 2
Area: Public API
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform, Claude MCP, OpenClaw
Dependencies: ACT-024, ACT-044

Why
Hosts need a secure fetch path for the grant that actually authorizes execution.

Scope
- Fetch execution grant by id
- Return canonical scoped fields and expiry
- Enforce host and user auth rules

Out of Scope
- Grant listing APIs
- Grant mutation through read endpoints

Acceptance Criteria
- Execution grants can be fetched by id
- Scoped fields and expiry are returned
- Read auth is enforced

Tests
- unit: handler validation
- integration: end-to-end API lifecycle
- smoke: staged host flow

Metrics
- install-to-first-approval time
- approval completion rate
- finalize latency

Rollback Note
Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.",Lane A,Lane A - Control plane/backend,2,Highest,Sprint 2,Backlog,Public API,true,"buy,cancel/recover","platform,Claude MCP,OpenClaw","ACT-024,ACT-044","launch-1,action-wallet,epic-c,lane-a,act-025,sprint-2,action-buy,action-cancel-recover,channel-platform,channel-claude-mcp,channel-openclaw",Hosts need a secure fetch path for the grant that actually authorizes execution.,Fetch execution grant by id | Return canonical scoped fields and expiry | Enforce host and user auth rules,Grant listing APIs | Grant mutation through read endpoints,Execution grants can be fetched by id | Scoped fields and expiry are returned | Read auth is enforced,unit: handler validation | integration: end-to-end API lifecycle | smoke: staged host flow,install-to-first-approval time | approval completion rate | finalize latency,Ship behind versioned schema or API gates and keep old read paths until backfill and smoke coverage pass.
