Title,Description,Priority,Status,Assignee,Labels,Estimate
ACT-094 TypeScript SDK,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-094
Epic: Host pack
Owner: Lane C
Owner Lane: Lane C - Host/runtime/integrations
Sprint: Sprint 4
Area: Host pack
Launch Critical: true
Action Type: buy, cancel/recover
Channel: Claude MCP, OpenClaw
Dependencies: ACT-020, ACT-030, ACT-035

Why
A thin TypeScript wrapper lowers integration time for the launch channels and design partners.

Scope
- Wrap the public API in TypeScript
- Cover the launch action lifecycle
- Keep the SDK intentionally thin

Out of Scope
- Opinionated orchestration helpers
- Non-launch action helpers

Acceptance Criteria
- TypeScript SDK wraps the public API
- SDK covers the launch lifecycle
- SDK remains intentionally thin

Tests
- unit: SDK and CLI helpers
- integration: host install and approval flow
- smoke: reference host first approval

Metrics
- install-to-first-approval time
- active hosts
- action volume

Rollback Note
Keep new host entry points opt-in and fall back to the documented manual or sample path on failure.",Highest,Backlog,,"launch-1,action-wallet,epic-i,lane-c,act-094,sprint-4,action-buy,action-cancel-recover,channel-claude-mcp,channel-openclaw",3
ACT-095 Python SDK,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-095
Epic: Host pack
Owner: Lane C
Owner Lane: Lane C - Host/runtime/integrations
Sprint: Sprint 4
Area: Host pack
Launch Critical: true
Action Type: buy, cancel/recover
Channel: Claude MCP, OpenClaw
Dependencies: ACT-020, ACT-030, ACT-035

Why
Some design partners will prototype with Python; the launch path needs a matching thin wrapper.

Scope
- Wrap the public API in Python
- Cover the launch action lifecycle
- Keep the SDK intentionally thin

Out of Scope
- Agent frameworks beyond the API wrapper
- Non-launch action helpers

Acceptance Criteria
- Python SDK wraps the public API
- SDK covers the launch lifecycle
- SDK remains intentionally thin

Tests
- unit: SDK and CLI helpers
- integration: host install and approval flow
- smoke: reference host first approval

Metrics
- install-to-first-approval time
- active hosts
- action volume

Rollback Note
Keep new host entry points opt-in and fall back to the documented manual or sample path on failure.",Highest,Backlog,,"launch-1,action-wallet,epic-i,lane-c,act-095,sprint-4,action-buy,action-cancel-recover,channel-claude-mcp,channel-openclaw",3
ACT-096 CLI,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-096
Epic: Host pack
Owner: Lane C
Owner Lane: Lane C - Host/runtime/integrations
Sprint: Sprint 4
Area: Host pack
Launch Critical: true
Action Type: buy, cancel/recover
Channel: Claude MCP, OpenClaw
Dependencies: ACT-020, ACT-027

Why
The CLI gives engineering and design partners a deterministic way to exercise the launch lifecycle during testing.

Scope
- Support create-intent wait-approval submit-evidence finalize and get-receipt commands
- Wrap the public API for developer testing
- Keep command output machine-readable

Out of Scope
- End-user CLI workflows
- General admin CLI features

Acceptance Criteria
- CLI supports create-intent wait-approval submit-evidence finalize and get-receipt
- CLI wraps the public API
- CLI output is machine-readable

Tests
- unit: SDK and CLI helpers
- integration: host install and approval flow
- smoke: reference host first approval

Metrics
- install-to-first-approval time
- active hosts
- action volume

Rollback Note
Keep new host entry points opt-in and fall back to the documented manual or sample path on failure.",Highest,Backlog,,"launch-1,action-wallet,epic-i,lane-c,act-096,sprint-4,action-buy,action-cancel-recover,channel-claude-mcp,channel-openclaw",3
ACT-097 nooterra setup,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-097
Epic: Host pack
Owner: Lane C
Owner Lane: Lane C - Host/runtime/integrations
Sprint: Sprint 4
Area: Host pack
Launch Critical: true
Action Type: buy, cancel/recover
Channel: Claude MCP, OpenClaw
Dependencies: ACT-094, ACT-095, ACT-096

Why
Hosts need a fast install helper if the launch target is first approval in under five minutes.

Scope
- Create a setup helper for host integration
- Install or template SDK and MCP config
- Validate minimum env readiness

Out of Scope
- Enterprise workspace bootstrapping
- General-purpose project scaffolding

Acceptance Criteria
- Setup helper exists
- SDK and MCP config can be templated or installed
- Minimum env readiness is validated

Tests
- unit: SDK and CLI helpers
- integration: host install and approval flow
- smoke: reference host first approval

Metrics
- install-to-first-approval time
- active hosts
- action volume

Rollback Note
Keep new host entry points opt-in and fall back to the documented manual or sample path on failure.",Highest,Backlog,,"launch-1,action-wallet,epic-i,lane-c,act-097,sprint-4,action-buy,action-cancel-recover,channel-claude-mcp,channel-openclaw",2
ACT-098 OpenClaw packaging,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-098
Epic: Host pack
Owner: Lane C
Owner Lane: Lane C - Host/runtime/integrations
Sprint: Sprint 4
Area: Host pack
Launch Critical: true
Action Type: buy, cancel/recover
Channel: Claude MCP, OpenClaw
Dependencies: ACT-090, ACT-091, ACT-097

Why
OpenClaw is a launch channel and needs an installable package instead of internal setup notes.

Scope
- Package Nooterra as an OpenClaw skill package
- Document installation inputs
- Validate the packaged flow in staging

Out of Scope
- Marketplace publication workflows
- Open packaging for non-launch hosts

Acceptance Criteria
- Nooterra is packaged for OpenClaw
- Installation inputs are documented
- Packaged flow is validated in staging

Tests
- unit: SDK and CLI helpers
- integration: host install and approval flow
- smoke: reference host first approval

Metrics
- install-to-first-approval time
- active hosts
- action volume

Rollback Note
Keep new host entry points opt-in and fall back to the documented manual or sample path on failure.",Highest,Backlog,,"launch-1,action-wallet,epic-i,lane-c,act-098,sprint-4,action-buy,action-cancel-recover,channel-claude-mcp,channel-openclaw",3
ACT-099 Sample app for Claude MCP,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-099
Epic: Host pack
Owner: Lane C
Owner Lane: Lane C - Host/runtime/integrations
Sprint: Sprint 4
Area: Host pack
Launch Critical: true
Action Type: buy, cancel/recover
Channel: Claude MCP, OpenClaw
Dependencies: ACT-091, ACT-094, ACT-092

Why
A reference Claude MCP app is the fastest way to prove install-to-first-approval for the channel.

Scope
- Build one sample Claude MCP integration
- Exercise create approval evidence finalize and receipt steps
- Keep the sample close to the public API

Out of Scope
- Production multi-host orchestration
- Non-launch task flows

Acceptance Criteria
- Sample Claude MCP integration exists
- Sample exercises create approval evidence finalize and receipt steps
- Sample stays close to the public API

Tests
- unit: SDK and CLI helpers
- integration: host install and approval flow
- smoke: reference host first approval

Metrics
- install-to-first-approval time
- active hosts
- action volume

Rollback Note
Keep new host entry points opt-in and fall back to the documented manual or sample path on failure.",Highest,Backlog,,"launch-1,action-wallet,epic-i,lane-c,act-099,sprint-4,action-buy,action-cancel-recover,channel-claude-mcp,channel-openclaw",3
ACT-100 Sample app for OpenClaw,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-100
Epic: Host pack
Owner: Lane C
Owner Lane: Lane C - Host/runtime/integrations
Sprint: Sprint 4
Area: Host pack
Launch Critical: true
Action Type: buy, cancel/recover
Channel: Claude MCP, OpenClaw
Dependencies: ACT-098, ACT-094, ACT-092

Why
A reference OpenClaw app proves the second launch channel without extra product work.

Scope
- Build one sample OpenClaw integration
- Exercise create approval evidence finalize and receipt steps
- Keep the sample close to the public API

Out of Scope
- Production multi-host orchestration
- Non-launch task flows

Acceptance Criteria
- Sample OpenClaw integration exists
- Sample exercises create approval evidence finalize and receipt steps
- Sample stays close to the public API

Tests
- unit: SDK and CLI helpers
- integration: host install and approval flow
- smoke: reference host first approval

Metrics
- install-to-first-approval time
- active hosts
- action volume

Rollback Note
Keep new host entry points opt-in and fall back to the documented manual or sample path on failure.",Highest,Backlog,,"launch-1,action-wallet,epic-i,lane-c,act-100,sprint-4,action-buy,action-cancel-recover,channel-claude-mcp,channel-openclaw",3
ACT-101 Host install docs,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-101
Epic: Host pack
Owner: Lane C
Owner Lane: Lane C - Host/runtime/integrations
Sprint: Sprint 4
Area: Host pack
Launch Critical: true
Action Type: buy, cancel/recover
Channel: Claude MCP, OpenClaw
Dependencies: ACT-099, ACT-100, ACT-035

Why
Launch hosts need one-page install docs that actually land first approval quickly.

Scope
- Publish first approval in five minutes docs
- Cover install steps for both launch channels
- Document required env and troubleshooting basics

Out of Scope
- Connector marketplace docs
- Phase 1.5 host patterns

Acceptance Criteria
- One-page install docs exist
- Both launch channels are covered
- Required env and troubleshooting basics are documented

Tests
- unit: SDK and CLI helpers
- integration: host install and approval flow
- smoke: reference host first approval

Metrics
- install-to-first-approval time
- active hosts
- action volume

Rollback Note
Keep new host entry points opt-in and fall back to the documented manual or sample path on failure.",Highest,Backlog,,"launch-1,action-wallet,epic-i,lane-c,act-101,sprint-4,action-buy,action-cancel-recover,channel-claude-mcp,channel-openclaw",2
ACT-120 Structured logging,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-120
Epic: Observability, security, and reliability
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 1
Area: Observability, security, and reliability
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: None

Why
Every launch lane needs auditable logs before debugging and ops work scale up.

Scope
- Add structured logs across API verifier payments and host pack
- Use stable event ids and reason fields
- Keep logs machine-readable

Out of Scope
- Free-form console logging
- Phase 1.5 analytics warehousing

Acceptance Criteria
- API verifier payments and host pack emit structured logs
- Logs use stable event ids and reason fields
- Logs are machine-readable

Tests
- unit: logging and metric emitters
- integration: dashboards, alerts, and kill switches
- smoke: staged incident drills

Metrics
- incident count
- webhook failure rate
- queue delay
- p95 approval page load

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Highest,Backlog,,"launch-1,action-wallet,epic-k,lane-d,act-120,sprint-1,action-buy,action-cancel-recover,channel-internal",3
ACT-121 Product analytics instrumentation,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-121
Epic: Observability, security, and reliability
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 1
Area: Observability, security, and reliability
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-009, ACT-020, ACT-024

Why
The launch board needs instrumentation from the first staging build onward.

Scope
- Emit analytics for key launch events
- Map events to the launch metrics board
- Keep event names aligned with the event taxonomy

Out of Scope
- Long-tail growth analytics
- Experimentation platform work

Acceptance Criteria
- Key launch events emit analytics
- Events map to the launch metrics board
- Event names align with the event taxonomy

Tests
- unit: logging and metric emitters
- integration: dashboards, alerts, and kill switches
- smoke: staged incident drills

Metrics
- incident count
- webhook failure rate
- queue delay
- p95 approval page load

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Highest,Backlog,,"launch-1,action-wallet,epic-k,lane-d,act-121,sprint-1,action-buy,action-cancel-recover,channel-internal",3
ACT-122 Ops dashboard,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-122
Epic: Observability, security, and reliability
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 1
Area: Observability, security, and reliability
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-120, ACT-121

Why
The sprint review and launch gate both need one live board for product trust and ops metrics.

Scope
- Build the launch metrics board
- Show product trust and ops metrics
- Make the board review-ready from staging onward

Out of Scope
- Executive BI warehouse buildout
- Long-term revenue analytics

Acceptance Criteria
- Launch metrics board exists
- Product trust and ops metrics are shown
- Board is review-ready from staging onward

Tests
- unit: logging and metric emitters
- integration: dashboards, alerts, and kill switches
- smoke: staged incident drills

Metrics
- incident count
- webhook failure rate
- queue delay
- p95 approval page load

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Highest,Backlog,,"launch-1,action-wallet,epic-k,lane-d,act-122,sprint-1,action-buy,action-cancel-recover,channel-internal",3
ACT-123 Sentry integration,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-123
Epic: Observability, security, and reliability
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 1
Area: Observability, security, and reliability
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-010, ACT-020, ACT-070

Why
Frontend and backend crash visibility is the minimum bar for launch triage.

Scope
- Integrate Sentry on frontend and backend
- Tag launch-critical routes and handlers
- Surface environment-aware errors

Out of Scope
- Custom incident management platform
- Long-term issue triage automation

Acceptance Criteria
- Sentry is integrated on frontend and backend
- Launch-critical routes and handlers are tagged
- Errors are environment-aware

Tests
- unit: logging and metric emitters
- integration: dashboards, alerts, and kill switches
- smoke: staged incident drills

Metrics
- incident count
- webhook failure rate
- queue delay
- p95 approval page load

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Highest,Backlog,,"launch-1,action-wallet,epic-k,lane-d,act-123,sprint-1,action-buy,action-cancel-recover,channel-internal",2
ACT-124 Alerting,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-124
Epic: Observability, security, and reliability
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 3
Area: Observability, security, and reliability
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-120, ACT-122, ACT-123

Why
Webhook, finalize, payment, host runtime, and dispute spikes need page-worthy alerting before launch.

Scope
- Alert on webhook failures
- Alert on finalize backlog payment mismatch host runtime spike and dispute spike
- Link alerts to runbooks

Out of Scope
- Predictive anomaly detection
- Broad non-launch alert catalog

Acceptance Criteria
- Alerts exist for webhook failures finalize backlog payment mismatch host runtime spike and dispute spike
- Alerts link to runbooks
- On-call can route from alert to action

Tests
- unit: logging and metric emitters
- integration: dashboards, alerts, and kill switches
- smoke: staged incident drills

Metrics
- incident count
- webhook failure rate
- queue delay
- p95 approval page load

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Highest,Backlog,,"launch-1,action-wallet,epic-k,lane-d,act-124,sprint-3,action-buy,action-cancel-recover,channel-internal",3
ACT-125 Synthetic smoke tests,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-125
Epic: Observability, security, and reliability
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 4
Area: Observability, security, and reliability
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-090, ACT-122, ACT-123

Why
Launch needs repeated staged and prod-safe smoke coverage instead of one-time demos.

Scope
- Run synthetic smoke tests hourly against staging
- Run prod-safe smoke tests daily against prod
- Cover the core host approval receipt path

Out of Scope
- Full chaos testing
- Broad scenario matrix beyond launch path

Acceptance Criteria
- Synthetic smoke tests run hourly against staging
- Prod-safe smoke tests run daily against prod
- Core host approval receipt path is covered

Tests
- unit: logging and metric emitters
- integration: dashboards, alerts, and kill switches
- smoke: staged incident drills

Metrics
- incident count
- webhook failure rate
- queue delay
- p95 approval page load

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Highest,Backlog,,"launch-1,action-wallet,epic-k,lane-d,act-125,sprint-4,action-buy,action-cancel-recover,channel-internal",3
ACT-126 Security review,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-126
Epic: Observability, security, and reliability
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 3
Area: Observability, security, and reliability
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-010, ACT-012, ACT-015, ACT-032, ACT-043

Why
Approval links host auth replay handling and scope enforcement need a focused launch security pass.

Scope
- Review auth and session design
- Review approval links host auth replay attacks and scope mismatch handling
- Review CSRF and session boundaries

Out of Scope
- Full enterprise audit program
- Security work unrelated to launch flows

Acceptance Criteria
- Auth and session design is reviewed
- Approval links host auth replay and scope mismatch are reviewed
- CSRF and session boundaries are reviewed

Tests
- unit: logging and metric emitters
- integration: dashboards, alerts, and kill switches
- smoke: staged incident drills

Metrics
- incident count
- webhook failure rate
- queue delay
- p95 approval page load

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Highest,Backlog,,"launch-1,action-wallet,epic-k,lane-d,act-126,sprint-3,action-buy,action-cancel-recover,channel-internal",3
ACT-127 Abuse controls,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-127
Epic: Observability, security, and reliability
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 6
Area: Observability, security, and reliability
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-121, ACT-126

Why
The launch system needs bounded controls for repeated failures and suspicious host or payment behavior.

Scope
- Detect repeated failed approvals
- Detect suspicious host behavior
- Detect suspicious payment failures

Out of Scope
- Generic fraud platform
- Cross-product abuse scoring

Acceptance Criteria
- Repeated failed approvals are detected
- Suspicious host behavior is detected
- Suspicious payment failures are detected

Tests
- unit: logging and metric emitters
- integration: dashboards, alerts, and kill switches
- smoke: staged incident drills

Metrics
- incident count
- webhook failure rate
- queue delay
- p95 approval page load

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Highest,Backlog,,"launch-1,action-wallet,epic-k,lane-d,act-127,sprint-6,action-buy,action-cancel-recover,channel-internal",3
ACT-128 Kill switches,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-128
Epic: Observability, security, and reliability
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 3
Area: Observability, security, and reliability
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-045, ACT-080

Why
The launch team needs fast containment controls at the host channel and action-type level.

Scope
- Add per-host kill switch
- Add per-channel kill switch
- Add per-action-type kill switch

Out of Scope
- Cross-product emergency policy system
- Soft warning-only controls

Acceptance Criteria
- Per-host kill switch exists
- Per-channel kill switch exists
- Per-action-type kill switch exists

Tests
- unit: logging and metric emitters
- integration: dashboards, alerts, and kill switches
- smoke: staged incident drills

Metrics
- incident count
- webhook failure rate
- queue delay
- p95 approval page load

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Highest,Backlog,,"launch-1,action-wallet,epic-k,lane-d,act-128,sprint-3,action-buy,action-cancel-recover,channel-internal",2
ACT-129 Backup / restore drill,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-129
Epic: Observability, security, and reliability
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 6
Area: Observability, security, and reliability
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-120

Why
Launch reliability is not credible without a rehearsal for state and artifact metadata recovery.

Scope
- Drill DB backup and restore
- Drill artifact metadata recovery
- Record restore timing and gaps

Out of Scope
- Cross-region disaster recovery buildout
- Full archival retention project

Acceptance Criteria
- DB backup and restore drill is run
- Artifact metadata recovery drill is run
- Restore timing and gaps are recorded

Tests
- unit: logging and metric emitters
- integration: dashboards, alerts, and kill switches
- smoke: staged incident drills

Metrics
- incident count
- webhook failure rate
- queue delay
- p95 approval page load

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",Highest,Backlog,,"launch-1,action-wallet,epic-k,lane-d,act-129,sprint-6,action-buy,action-cancel-recover,channel-internal",2
ACT-130 Narrative reset docs,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-130
Epic: Docs, launch, and support
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 0
Area: Docs, launch, and support
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform, Claude MCP, OpenClaw, internal
Dependencies: ACT-001, ACT-002, ACT-004, ACT-005, ACT-006

Why
The repo narrative has to match the host-first Action Wallet before execution work fans out.

Scope
- Rewrite README PRD and launch docs around the host-first Action Wallet
- Lock the v1 scope and non-goals in docs
- Remove contradictory messaging from launch docs

Out of Scope
- Marketing site redesign
- Phase 1.5 narrative work

Acceptance Criteria
- README PRD and launch docs match the host-first Action Wallet
- V1 scope and non-goals are locked in docs
- Contradictory launch messaging is removed

Tests
- integration: docs examples and links
- smoke: onboarding kit walkthrough
- manual: launch and support review

Metrics
- install-to-first-approval time
- approval completion rate
- repeat host usage

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",High,Ready,,"launch-1,action-wallet,epic-l,lane-d,act-130,sprint-0,action-buy,action-cancel-recover,channel-platform,channel-claude-mcp,channel-openclaw,channel-internal",2
ACT-131 API reference docs,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-131
Epic: Docs, launch, and support
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 5
Area: Docs, launch, and support
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform, Claude MCP, OpenClaw, internal
Dependencies: ACT-035, ACT-094, ACT-095

Why
Design partners need one public reference for the launch API after the host pack stabilizes.

Scope
- Publish public developer API docs
- Cover auth idempotency and the launch lifecycle
- Keep examples aligned with the SDKs

Out of Scope
- Docs for Phase 1.5 endpoints
- General platform docs beyond launch API

Acceptance Criteria
- Public API docs are published
- Auth idempotency and launch lifecycle are covered
- Examples align with the SDKs

Tests
- integration: docs examples and links
- smoke: onboarding kit walkthrough
- manual: launch and support review

Metrics
- install-to-first-approval time
- approval completion rate
- repeat host usage

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",High,Backlog,,"launch-1,action-wallet,epic-l,lane-d,act-131,sprint-6,action-buy,action-cancel-recover,channel-platform,channel-claude-mcp,channel-openclaw,channel-internal",2
ACT-132 Approval UX copy,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-132
Epic: Docs, launch, and support
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 5
Area: Docs, launch, and support
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-072, ACT-073

Why
Approval pages need plain language or users will not understand what they are authorizing.

Scope
- Write non-technical approval copy
- Clarify host action scope evidence and spend language
- Reduce ambiguity on standing rule creation

Out of Scope
- Brand refresh work
- Localization

Acceptance Criteria
- Approval copy is non-technical
- Scope evidence and spend language is clear
- Standing rule creation language is unambiguous

Tests
- integration: docs examples and links
- smoke: onboarding kit walkthrough
- manual: launch and support review

Metrics
- install-to-first-approval time
- approval completion rate
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",High,Backlog,,"launch-1,action-wallet,epic-l,lane-d,act-132,sprint-6,action-buy,action-cancel-recover,channel-platform",1
ACT-133 Receipt UX copy,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-133
Epic: Docs, launch, and support
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 5
Area: Docs, launch, and support
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-075, ACT-066

Why
Receipts need confidence-building copy that explains what happened without hiding the proof.

Scope
- Write plain-language receipt copy
- Clarify completion evidence and settlement language
- Keep dispute entry language clear

Out of Scope
- Printable marketing collateral
- Localization

Acceptance Criteria
- Receipt copy is plain-language
- Completion evidence and settlement language is clear
- Dispute entry language is clear

Tests
- integration: docs examples and links
- smoke: onboarding kit walkthrough
- manual: launch and support review

Metrics
- install-to-first-approval time
- approval completion rate
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",High,Backlog,,"launch-1,action-wallet,epic-l,lane-d,act-133,sprint-6,action-buy,action-cancel-recover,channel-platform",1
ACT-134 Dispute flow copy,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-134
Epic: Docs, launch, and support
Owner: Lane B
Owner Lane: Lane B - Frontend/product surfaces
Sprint: Sprint 5
Area: Docs, launch, and support
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform
Dependencies: ACT-076, ACT-084

Why
Users need clear expectations on dispute timing, evidence, and likely next steps.

Scope
- Write dispute open and status copy
- Set expectations on review timing
- Clarify evidence requests and outcomes

Out of Scope
- Legal policy drafting beyond launch copy
- Localization

Acceptance Criteria
- Dispute open and status copy exists
- Review timing expectations are set
- Evidence requests and outcomes are clear

Tests
- integration: docs examples and links
- smoke: onboarding kit walkthrough
- manual: launch and support review

Metrics
- install-to-first-approval time
- approval completion rate
- repeat host usage

Rollback Note
Ship behind route or feature flags and keep the prior hosted flow available until staging smoke passes.",High,Backlog,,"launch-1,action-wallet,epic-l,lane-d,act-134,sprint-6,action-buy,action-cancel-recover,channel-platform",1
ACT-135 Support macros,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-135
Epic: Docs, launch, and support
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 5
Area: Docs, launch, and support
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-084, ACT-054, ACT-067, ACT-043

Why
Support needs consistent macro responses for the top launch failure modes.

Scope
- Create macros for refund denied dispute insufficient evidence and grant mismatch
- Keep macros tied to actual product states
- Make macros operator-ready

Out of Scope
- General CRM buildout
- Support bot automation

Acceptance Criteria
- Macros exist for refund denied dispute insufficient evidence and grant mismatch
- Macros tie to actual product states
- Macros are operator-ready

Tests
- integration: docs examples and links
- smoke: onboarding kit walkthrough
- manual: launch and support review

Metrics
- install-to-first-approval time
- approval completion rate
- repeat host usage

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",High,Backlog,,"launch-1,action-wallet,epic-l,lane-d,act-135,sprint-6,action-buy,action-cancel-recover,channel-internal",2
ACT-136 Incident runbook,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-136
Epic: Docs, launch, and support
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 5
Area: Docs, launch, and support
Launch Critical: true
Action Type: buy, cancel/recover
Channel: internal
Dependencies: ACT-124, ACT-128, ACT-129

Why
On-call needs one launch runbook for payments host outage hosted approval outage and auth outage before real traffic arrives.

Scope
- Write incident runbooks for payments host outage hosted approval outage and auth outage
- Link runbooks to alerts and kill switches
- Keep steps operationally specific

Out of Scope
- General SRE handbook rebuild
- Post-launch scaling runbooks

Acceptance Criteria
- Runbooks exist for payments host outage hosted approval outage and auth outage
- Runbooks link to alerts and kill switches
- Steps are operationally specific

Tests
- integration: docs examples and links
- smoke: onboarding kit walkthrough
- manual: launch and support review

Metrics
- install-to-first-approval time
- approval completion rate
- repeat host usage

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",High,Backlog,,"launch-1,action-wallet,epic-l,lane-d,act-136,sprint-6,action-buy,action-cancel-recover,channel-internal",2
ACT-137 Design partner onboarding kit,"Launch 1 - Action Wallet import seed

Ticket Key: ACT-137
Epic: Docs, launch, and support
Owner: Lane D
Owner Lane: Lane D - Quality/ops/security
Sprint: Sprint 4
Area: Docs, launch, and support
Launch Critical: true
Action Type: buy, cancel/recover
Channel: platform, Claude MCP, OpenClaw, internal
Dependencies: ACT-099, ACT-100, ACT-101

Why
The launch partners need a compact install and support package, not scattered docs.

Scope
- Package install guide sample flows support contact and metric definitions
- Keep the kit consistent across both launch channels
- Use the kit as the partner handoff artifact

Out of Scope
- General marketplace onboarding
- Enterprise procurement docs

Acceptance Criteria
- Kit includes install guide sample flows support contact and metric definitions
- Kit is consistent across both launch channels
- Kit serves as the partner handoff artifact

Tests
- integration: docs examples and links
- smoke: onboarding kit walkthrough
- manual: launch and support review

Metrics
- install-to-first-approval time
- approval completion rate
- repeat host usage

Rollback Note
Keep new alerts or controls disabled by default until drills pass and on-call confirms the rollback path.",High,Backlog,,"launch-1,action-wallet,epic-l,lane-d,act-137,sprint-4,action-buy,action-cancel-recover,channel-platform,channel-claude-mcp,channel-openclaw,channel-internal",3
